iter	RMSE
326	24.7195006
327	24.63294799
328	24.55733134
329	24.52278016
330	24.33159562
331	24.31195921
332	24.29420832
333	24.26768526
334	24.18974705
335	24.08687484
336	24.04264051
337	24.00188441
338	23.98559501
339	23.92859629
340	23.8908769
341	23.87653284
342	23.81544777
343	23.80057606
344	23.78709736
345	23.77487122
346	23.71301172
347	23.49097619
348	23.44160565
349	23.22891993
350	23.18142113
351	22.99609588
352	22.83782223
353	22.83163571
354	22.82040105
355	22.76670803
356	22.75647398
357	22.72045809
358	22.67684818
359	22.63462479
360	22.59811374
361	22.5746107
362	22.53657719
363	22.4300885
364	22.33840552
365	22.32894786
366	22.3203405
367	22.29974174
368	22.13345199
369	21.98222941
370	21.86019428
371	21.83101336
372	21.81856099
373	21.78738129
374	21.77954626
375	21.72835697
376	21.58853437
377	21.56200892
378	21.53715596
379	21.52994505
380	21.52578306
381	21.50274599
382	21.45655262
383	21.36302943
384	21.23536169
385	21.19529712
386	21.13400138
387	21.05692828
388	20.9605419
389	20.93597816
390	20.89505157
391	20.83825594
392	20.71886104
393	20.65806767
394	20.63278334
395	20.59829155
396	20.56208457
397	20.45496786
398	20.43397743
399	20.41045082
400	20.3796359
401	20.31350487
402	20.28898097
403	20.23667193
404	20.20327781
405	20.15419326
406	20.14776947
407	20.06882918
408	20.06508266
409	20.05372625
410	20.00119336
411	19.99778162
412	19.97251831
413	19.92342992
414	19.92123289
415	19.82799619
416	19.76532322
417	19.76087794
418	19.73180476
419	19.68452035
420	19.67403743
421	19.63120647
422	19.6044003
423	19.58040531
424	19.50667063
425	19.46775312
426	19.46500824
427	19.46185055
428	19.38355114
429	19.34827089
430	19.31283021
431	19.29074682
432	19.2713259
433	19.20891764
434	19.20034971
435	19.1826042
436	19.15019655
437	19.11582266
438	19.07728259
439	18.99075329
440	18.88499175
441	18.85398419
442	18.85092966
443	18.83198399
444	18.8113902
445	18.77306662
446	18.69954873
447	18.67054101
448	18.6334205
449	18.58254942
450	18.52352299
451	18.50221367
452	18.48062879
453	18.46181183
454	18.44513
455	18.39014444
456	18.31370469
457	18.24489776
458	18.22020272
459	18.15893064
460	18.10363923
461	18.07816557
462	18.02677861
463	17.98953072
464	17.98687328
465	17.93999301
466	17.92384443
467	17.86222455
468	17.82011312
469	17.81545054
470	17.80827604
471	17.79769448
472	17.76458871
473	17.74518516
474	17.66015071
475	17.62706302
476	17.56786906
477	17.56434611
478	17.51357064
479	17.4681562
480	17.44850554
481	17.41275721
482	17.38827257
483	17.35842973
484	17.29996799
485	17.2964814
486	17.24585635
487	17.24341191
488	17.19723015
489	17.17175162
490	17.11526286
491	17.01311205
492	16.99912903
493	16.99584726
494	16.98523053
495	16.95878357
496	16.95317667
497	16.91333119
498	16.91028324
499	16.90296823
500	16.87227246
501	16.76787113
502	16.74943121
503	16.72722325
504	16.68581769
505	16.66899508
506	16.66141966
507	16.59318885
508	16.56325831
509	16.53348192
510	16.50843887
511	16.46448114
512	16.45981687
513	16.4577352
514	16.44460672
515	16.41904187
516	16.40307373
517	16.38060961
518	16.36613601
519	16.31232744
520	16.30348861
521	16.30150238
522	16.2794849
523	16.24272554
524	16.20354289
525	16.18948321
526	16.15386854
527	16.10972211
528	16.08844254
529	16.06364772
530	16.03305718
531	15.98726584
532	15.96751224
533	15.95006802
534	15.93778172
535	15.91285794
536	15.8981009
537	15.8616429
538	15.84963396
539	15.7774249
540	15.76519533
541	15.74529146
542	15.72593777
543	15.70716329
544	15.68819225
545	15.6694573
546	15.60418981
547	15.57178272
548	15.50545283
549	15.49451051
550	15.43934266
551	15.42858358
552	15.39465168
553	15.36636898
554	15.34454508
555	15.34133693
556	15.33611823
557	15.29798923
558	15.29602809
559	15.29421868
560	15.29254788
561	15.24728999
562	15.23024246
563	15.22869081
564	15.19940442
565	15.18777259
566	15.17903226
567	15.16874243
568	15.13341732
569	15.11757143
570	15.10755059
571	15.09304385
572	15.0753286
573	15.06598754
574	15.06452241
575	15.04450457
576	15.04031425
577	15.02410841
578	15.00059227
579	14.99376049
580	14.98055827
581	14.96816707
582	14.95868159
583	14.95729632
584	14.95113928
585	14.94067471
586	14.92543896
587	14.92242705
588	14.91297004
589	14.89964001
590	14.89548924
591	14.8823765
592	14.87525993
593	14.86913976
594	14.83131983
595	14.82267552
596	14.81045803
597	14.79468791
598	14.78683602
599	14.71734682
600	14.67372206
601	14.66212069
602	14.63531984
603	14.60482186
604	14.598513
605	14.58983562
606	14.58346225
607	14.57994891
608	14.5570903
609	14.53620152
610	14.52322334
611	14.51544773
612	14.51254401
613	14.50898114
614	14.49429488
615	14.47937923
616	14.47065552
617	14.45614473
618	14.43626452
619	14.42863372
620	14.41710591
621	14.39680727
622	14.38729146
623	14.38405402
624	14.37180169
625	14.36269674
626	14.359915
627	14.3187306
628	14.30051956
629	14.29207596
630	14.24935719
631	14.20988138
632	14.20488116
633	14.19520109
634	14.18108709
635	14.16956952
636	14.16722555
637	14.15432507
638	14.14684487
639	14.14275375
640	14.13098366
641	14.10654411
642	14.10019463
643	14.09696148
644	14.08956522
645	14.08513829
646	14.06566586
647	14.06372025
648	14.06117146
649	14.03545899
650	14.03005862
651	14.02685853
652	14.00901697
653	14.00536651
654	13.9981825
655	13.97962291
656	13.96507325
657	13.96106856
658	13.94901974
659	13.93732886
660	13.92772992
661	13.92058135
662	13.90809165
663	13.87708263
664	13.83898925
665	13.83417672
666	13.827644
667	13.81839109
668	13.79574192
669	13.78950958
670	13.76969798
671	13.75511077
672	13.73371795
673	13.72731101
674	13.72121478
675	13.70034313
676	13.6939107
677	13.67128099
678	13.66532893
679	13.66310431
680	13.64727047
681	13.62966342
682	13.62686854
683	13.61360166
684	13.57490102
685	13.56980833
686	13.55427892
687	13.54589147
688	13.54363475
689	13.53737948
690	13.53273339
691	13.52230304
692	13.50082531
693	13.49540786
694	13.48790333
695	13.48593149
696	13.48394639
697	13.48077843
698	13.4704765
699	13.46892201
700	13.46491185
701	13.45926014
702	13.44451565
703	13.44252258
704	13.43178981
705	13.42225087
706	13.37647027
707	13.35779989
708	13.35168478
709	13.34942719
710	13.34684149
711	13.33440423
712	13.32648889
713	13.31753722
714	13.31016346
715	13.30858341
716	13.27255927
717	13.26081598
718	13.25314518
719	13.2503307
720	13.24263096
721	13.23585829
722	13.22914668
723	13.22823825
724	13.22627008
725	13.2210038
726	13.21140434
727	13.20568769
728	13.19884746
729	13.19751343
730	13.19593118
731	13.19176906
732	13.18671128
733	13.18175828
734	13.17490689
735	13.16122329
736	13.15440185
737	13.13284295
738	13.12881383
739	13.09539168
740	13.09004497
741	13.08879193
742	13.07932245
743	13.07874883
744	13.0774716
745	13.07560387
746	13.06540988
747	13.0607258
748	13.05563222
749	13.02801298
750	13.01669076
751	12.98848935
752	12.98123478
753	12.97618027
754	12.96849374
755	12.96486418
756	12.96247036
757	12.95287268
758	12.94093263
759	12.93838129
760	12.93732416
761	12.9113797
762	12.90780692
763	12.8970473
764	12.8851233
765	12.88130049
766	12.8771773
767	12.86364056
768	12.86028251
769	12.85563565
770	12.84646767
771	12.8408782
772	12.8276254
773	12.82125213
774	12.80787867
775	12.80050126
776	12.79853771
777	12.78984016
778	12.77986999
779	12.77329622
780	12.76361754
781	12.75472158
782	12.74654422
783	12.73759153
784	12.73005144
785	12.72419482
786	12.71666662
787	12.71340535
788	12.70799898
789	12.70409059
790	12.69740092
791	12.69280967
792	12.68643879
793	12.67650672
794	12.67385256
795	12.66978351
796	12.66234051
797	12.66181694
798	12.65955518
799	12.64346133
800	12.64285951
801	12.6399922
802	12.63776941
803	12.6228915
804	12.61248332
805	12.60769152
806	12.60706974
807	12.59813099
808	12.59059185
809	12.55143145
810	12.54669133
811	12.54555907
812	12.52218689
813	12.5199093
814	12.51259672
815	12.49766563
816	12.49505372
817	12.49023477
818	12.48370333
819	12.48004537
820	12.47431242
821	12.47272656
822	12.46762248
823	12.46646603
824	12.44866216
825	12.43893865
826	12.43464409
827	12.42792762
828	12.42184052
829	12.40499709
830	12.40124061
831	12.40032165
832	12.38476164
833	12.38145003
834	12.37941718
835	12.36534167
836	12.35766773
837	12.35522949
838	12.3502862
839	12.34577362
840	12.33703395
841	12.33002425
842	12.32713856
843	12.32314073
844	12.3167324
845	12.29730125
846	12.29371893
847	12.26711193
848	12.26173719
849	12.25755422
850	12.25095453
851	12.24908871
852	12.2438129
853	12.23885899
854	12.23723338
855	12.23178413
856	12.22984044
857	12.22229296
858	12.21936916
859	12.21021367
860	12.2070507
861	12.20496013
862	12.18671804
863	12.16420226
864	12.14481245
865	12.12088648
866	12.10865342
867	12.10601815
868	12.10287183
869	12.1025831
870	12.09609282
871	12.09142402
872	12.08751387
873	12.08447589
874	12.07487823
875	12.07129804
876	12.07103348
877	12.05030386
878	12.04579687
879	12.04525534
880	12.040326
881	12.03905031
882	12.03574572
883	12.01558689
884	12.01355379
885	12.01217203
886	12.00814574
887	12.0078658
888	12.00518788
889	12.00365362
890	11.99386022
891	11.99022493
892	11.98390429
893	11.9785102
894	11.97615411
895	11.9757286
896	11.97362572
897	11.96829671
898	11.96628445
899	11.96163459
900	11.96020584
901	11.95920599
902	11.94048764
903	11.93749653
904	11.91794962
905	11.91517231
906	11.91329583
907	11.91169625
908	11.90961757
909	11.90742994
910	11.90203733
911	11.90001377
912	11.898142
913	11.89641444
914	11.89057365
915	11.88787969
916	11.88642237
917	11.88581123
918	11.87733981
919	11.87486791
920	11.87255731
921	11.86880448
922	11.86446045
923	11.86286687
924	11.85895165
925	11.85641365
926	11.85277905
927	11.84799642
928	11.83942897
929	11.82270506
930	11.81877072
931	11.81650358
932	11.81565721
933	11.808581
934	11.80768335
935	11.80480313
936	11.80227042
937	11.8016654
938	11.79593722
939	11.79252242
940	11.78537227
941	11.78012138
942	11.77838635
943	11.77461293
944	11.77226864
945	11.77065984
946	11.76593749
947	11.76043071
948	11.75899913
949	11.75750426
950	11.75581114
951	11.75415478
952	11.7527676
953	11.74870488
954	11.74445737
955	11.74359292
956	11.73725262
957	11.73444163
958	11.72759116
959	11.70666821
960	11.7036536
961	11.70286859
962	11.70158792
963	11.69960583
964	11.69078312
965	11.67731839
966	11.67503887
967	11.67385319
968	11.66202987
969	11.66161433
970	11.65575574
971	11.6507482
972	11.64903804
973	11.64680277
974	11.64552394
975	11.64433457
976	11.64341196
977	11.64137059
978	11.63913125
979	11.63728726
980	11.63561725
981	11.63112723
982	11.62835133
983	11.62361962
984	11.62098628
985	11.60898504
986	11.60537661
987	11.60125257
988	11.59767512
989	11.59734299
990	11.59508865
991	11.59347321
992	11.59053535
993	11.58823728
994	11.58731026
995	11.58655966
996	11.58100836
997	11.57872896
998	11.57680598
999	11.5744229
